variant,sample_id,ok,label_llm,confidence,phishing_type,reasoning,indicators_found,indicators_not_found,top_factors,prompt_tokens,completion_tokens,latency_ms,error
D_html_osint,2380,True,benign,0.95,legitimate,"The URL path /cgibin is a common directory listing, and the HTML content is a standard Apache-style directory index with no login forms, password fields, credential-harvesting scripts, or brand impersonation. The domain dmxmapping.com is relatively young (332 days) and uses only free SSL issuers, but the page itself contains no phishing indicators. The OSINT signals (low traffic rank, short history) are not sufficient to override the clear benign content.",[],"['password field', 'login form', 'credential-harvesting JavaScript', 'hidden iframe', 'brand impersonation', 'fake CAPTCHA', 'redirect to external site', 'obfuscated content', 'wallet drainer', 'fake browser update', 'fake store', 'suspicious form action URL', 'typosquatting in domain']","['page is a directory listing with no interactive elements', 'no credential harvesting or brand impersonation present', 'domain age and certificate patterns are not definitive phishing signals']",1069,287,8784.61735000019,
E_poc_2k,1465,True,0,0.95,legitimate,"URL uses .com and '24' which are common in phishing, but the HTML content shows a standard Next.js e-commerce site with no credential harvesting or suspicious elements. Domain and content are consistent. Both models agree the page is benign.","['Domain uses .com instead of .de for German service', ""Numeric '24' in domain name""]","['Credential harvesting forms', 'Obfuscated JavaScript', 'Fake security badges', 'Domain-content mismatch', 'Suspicious URL path']",,888,542,8631.050571013475,
A_html_probs,1638,True,benign,0.95,legitimate,"The URL uses a random-looking domain (wee9by8gndp.com) which is suspicious, but the HTML content is a fully functional Japanese social community site (メイク) with a legitimate-looking point purchase page, no password fields, no credential-harvesting forms, and no obfuscated scripts. The static classifier PhishGraph gives a very low phishing probability (4.6%), and the page does not impersonate any known brand or request sensitive credentials. The domain's randomness alone is insufficient to classify as phishing given the benign content and lack of any phishing indicators.","['random-looking domain (wee9by8gndp.com)', 'Japanese language content (メイク social community site)']","['password input fields', 'login form', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation (e.g., PayPal, Google, Microsoft)', 'fake CAPTCHA', 'redirects to external domains', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or payment forms']","['no credential harvesting elements', 'low PhishGraph score (4.6%)', 'coherent legitimate site structure with help pages and policies', 'random domain but no phishing payload']",2156,344,7427.0445049915,
A_html_probs,3900,True,benign,0.95,legitimate,"The URL is a legitimate subdomain of tennessee.edu, the official university domain. The HTML contains a standard ASP.NET MVC login form with anti-forgery tokens, proper validation, and links to registration and password reset, all consistent with a genuine institutional application. No obfuscated scripts, credential-harvesting JavaScript, or suspicious external actions were found. The PhishGraph classifier's 70.2% phishing score is likely a false positive due to the presence of a login form, which is expected for this application.","['login form with email and password fields', 'ASP.NET MVC anti-forgery token', 'form action pointing to same domain (/Account/Login)', 'links to register and forgot password on same domain', 'footer with University of Tennessee branding and disclaimer']","['typosquatting or lookalike domain', 'IP address or unusual TLD', 'credential-harvesting JavaScript', 'hidden iframes', 'obfuscated content', 'fake CAPTCHA', 'redirect to external site', 'wallet drainer or fake update', 'brand impersonation of non-UT entities']","['legitimate .edu domain', 'standard ASP.NET MVC login pattern', 'consistent branding and footer', 'no external form action or suspicious scripts']",3103,346,6931.182667001849,
B_html_probs_osint,2661,True,benign,0.99,legitimate,"The URL is a subdomain of aci.it, the official domain of Automobile Club d'Italia, and the page is a legitimate WordPress site for the Genova territorial unit. The HTML contains standard WordPress elements, official ACI branding, cookie consent scripts from iubenda, and links to privacy/cookie policies on the same domain. OSINT signals (Tranco rank #45,297, 19.9 years of Wayback snapshots, multiple CT certificates, long-lived ASN) strongly support legitimacy. No credential-harvesting forms, obfuscated scripts, or suspicious redirects were found.","['URL uses official aci.it domain', 'HTML includes WordPress meta generator and REST API endpoints', 'Presence of iubenda cookie consent banner and scripts', 'Canonical link to up.aci.it/genova/', 'Organization schema with ACI logo and social media links', 'Long Wayback history (19.9 years)', 'Tranco rank #45,297', 'Multiple CT certificates over 425 days']","['No password fields or login forms', 'No credential-harvesting JavaScript', 'No hidden iframes', 'No obfuscated content', 'No fake CAPTCHA', 'No wallet drainer scripts', 'No fake browser update prompts', 'No suspicious redirects', 'No typosquatting or lookalike domain', 'No free hosting or unusual TLD']","['Domain is a subdomain of aci.it, a well-known Italian institution', 'Extensive positive OSINT signals (age, rank, CT, Wayback)', 'HTML content is a standard WordPress site with no phishing elements']",3459,427,4827.291004010476,
E_poc_2k,4288,True,0,0.95,legitimate,"The URL is a legitimate subdomain of e-distribuzione.it, the HTML content includes standard security features (reCAPTCHA, TrustArc consent), and the domain-content consistency is perfect. The high phishing score from models is a false positive due to the login page nature.",[],"['Suspicious URL patterns', 'Fake login forms or credential harvesting', 'Brand impersonation', 'Domain-content mismatch', 'Unusual external resource requests']",,974,645,10003.754633973585,
C_html_only,223,True,phish,0.95,brand_impersonation,"The URL `acsdjxg.bond` is a random-looking domain with a `.bond` TLD, which is unusual for a legitimate courier service. The HTML content is a direct copy of the legitimate ACS Courier website (`acscourier.net`), including its Cookiebot consent, Google Tag Manager, Facebook pixel, and Akamai scripts, indicating brand impersonation. The page is hosted on a completely different domain, which is a classic phishing tactic to harvest credentials or personal information from users who believe they are on the real ACS site.","['URL domain `acsdjxg.bond` is random and uses `.bond` TLD, not the legitimate `acscourier.net`', 'HTML content is an exact clone of the legitimate ACS Courier website, including tracking scripts and meta tags', ""Page includes Cookiebot consent script with the legitimate site's ID, indicating copied code"", 'Canonical link points to `https://www.acscourier.net/el/`, but the actual domain is different', 'Facebook domain verification meta tag is copied from the real site']","['No explicit password or login form visible in the truncated HTML', 'No obfuscated JavaScript or hidden iframes detected in the provided snippet', 'No fake CAPTCHA or wallet drainer scripts observed']","['Domain mismatch with legitimate brand', 'Cloned HTML content from a known legitimate site', 'Use of `.bond` TLD which is uncommon for legitimate businesses']",3643,349,6089.799465989927,
D_html_osint,669,True,phish,0.85,credential_harvesting,"The domain truxbank.com is only 33 days old, which is a strong phishing signal despite a 4.4-year Wayback history (likely from a previous owner). The page is a generic banking template with a prominent 'Login' button linking to https://securedbanking.truxbank.com/login, a subdomain that could host a credential-harvesting form. No actual login form is present on the main page, but the call-to-action directs users to an external login page, which is typical of phishing setups that collect credentials on a separate page. The combination of a very young domain, a template-based site, and an external login link raises high suspicion.","['domain age 33 days (very young)', 'login button links to external subdomain (securedbanking.truxbank.com/login)', 'generic banking template with no unique content', 'no actual login form on main page (redirects to external login)', 'Wayback history may be from previous domain owner (4.4 years vs 33 days)']","['no password field on main page', 'no obfuscated JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update prompts', 'no typosquatting in domain (truxbank.com is not a known brand misspelling)']","['very young domain age (33 days)', 'external login link to subdomain', 'generic template content']",3211,384,6978.152739990037,
D_html_osint,1957,True,phish,0.85,credential_harvesting,"The domain sgerex.cc is not in the Tranco top 1M, has no Wayback Machine history, and is only 322 days old, which are typical of short-lived phishing sites. The HTML content includes multiple tracking scripts (Facebook Pixel, YouTube API, Telegram login) and meta tags that impersonate a cryptocurrency exchange platform, but the page title is empty and the body contains obfuscated SVG icons and truncated content, suggesting a credential-harvesting or scam page. The presence of a Telegram login script and Facebook Pixel for tracking further indicates an attempt to collect user data or credentials.","['domain not in Tranco top 1M', 'no Wayback Machine history', 'domain age 322 days (medium-risk)', 'empty page title', 'obfuscated SVG icons with cryptocurrency-related paths', 'Facebook Pixel tracking script', 'Telegram login script', 'YouTube API script', 'meta tags impersonating a cryptocurrency exchange', 'truncated HTML content']","['no visible login form or password field', 'no explicit credential-harvesting JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no redirects to external domains', 'no wallet drainer scripts', 'no fake browser update prompts']","['domain reputation (low traffic, no history, medium age)', 'empty page title and obfuscated content', 'impersonation of cryptocurrency exchange via meta tags', 'presence of tracking and login scripts without clear legitimate purpose']",4121,392,6315.5043050064705,
A_html_probs,2094,True,phish,0.95,brand_impersonation,"The domain '1xbet-igq8.click' is a typosquat of the legitimate 1xBet brand, using a suspicious .click TLD and a subdomain pattern that mimics the official site. The page contains a JavaScript redirect to a PHP script on the same domain, which is a common technique for credential harvesting or tracking. The HTML also features a flashing promotional banner promising unrealistic returns ('Deposit 2000 USD -> GET 200 000 USD'), which is a classic scam lure. The presence of numerous numbered links to '/aio/' paths suggests automated link generation, often used in phishing or SEO spam campaigns. The static classifier's benign score is contradicted by the clear brand impersonation and scammy content.","['typosquatted domain (1xbet-igq8.click)', 'suspicious TLD (.click)', 'JavaScript redirect to PHP script on same domain', 'flashing promotional banner with unrealistic financial promises', 'numerous auto-generated links to /aio/ paths', 'brand impersonation of 1xBet']","['password input fields', 'login form', 'credit card input fields', 'hidden iframes', 'obfuscated JavaScript', 'fake CAPTCHA', 'wallet drainer scripts', 'fake browser update prompt']","['typosquatting of a known brand', 'suspicious redirect to PHP script', 'scammy promotional content']",4293,377,5746.89323300845,
A_html_probs,3526,True,benign,0.98,legitimate,"The URL is the legitimate crownmelbourne.com.au domain with no typosquatting or suspicious TLD. The HTML contains standard corporate content for a casino loyalty program page, including structured data for Crown Melbourne, Google Tag Manager, and social media links. No password fields, credential-harvesting scripts, hidden iframes, or obfuscated content were found. The static classifier PhishGraph rates it 0.2% phishing, supporting benign classification.","['legitimate domain crownmelbourne.com.au', 'valid SSL certificate (implied by https)', 'structured data for LocalBusiness with correct address and phone', 'Google Tag Manager and analytics scripts (common on legitimate sites)', 'no password fields or login forms in the visible HTML']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password field action pointing to external or suspicious URL', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation (e.g., fake Crown logo or mismatched branding)', 'fake CAPTCHA', 'redirects to unknown domains', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or checkout forms']","['domain is the official Crown Melbourne website', 'HTML content matches legitimate casino information page', 'static classifier confidence is very low (0.2% phishing)']",3663,382,5570.858309976757,
E_poc_2k,1356,True,1,0.85,credential_harvesting,"URL contains obfuscated path and nested redirect parameter (pdata) pointing to a suspicious script (loadiiing.php). Domain is legitimate but compromised or used as a redirector. HTML content appears benign, but URL indicators override.","['Suspicious URL structure with random path segment', 'Nested redirect parameter (pdata) pointing to external script', 'Domain-content inconsistency (legitimate domain, malicious URL)']","['Phishing forms or credential fields in HTML', 'Brand impersonation in visible content', 'Suspicious scripts in first 2000 chars']",,920,688,7947.798214998329,
C_html_only,116,True,phish,0.95,scam,"The URL uses a suspicious domain (clothesmarketstreet.info) with a convoluted path that includes a base64-encoded-looking parameter pointing to an AWS S3 bucket, which is a common technique to hide the true destination. The HTML content contains a JavaScript redirect to a PHP file on the same domain, a flashing 'Deposit 2000 USD -> GET 200 000 USD' scam offer, and a large list of numeric links that appear to be click-fraud or SEO spam. No legitimate login form or brand content is present, and the page is clearly designed to trick users into depositing money or clicking malicious links.","['suspicious domain with unusual TLD (.info)', 'URL path contains encoded AWS S3 bucket reference', 'JavaScript redirect to PHP file on same domain', 'flashing scam offer promising unrealistic returns', 'large list of numeric links likely for click fraud or SEO spam', 'no legitimate brand or login content']","['no password field', 'no login form', 'no credential-harvesting JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no wallet drainer code', 'no fake browser update', 'no fake store']","['suspicious domain and URL structure', 'JavaScript redirect to PHP file', 'scam offer with unrealistic returns', 'SEO spam / click-fraud links']",3614,359,18418.861860001925,
C_html_only,1451,True,benign,0.95,legitimate,"The domain givral.net is a legitimate Vietnamese bakery brand with a long-standing physical presence. The HTML content shows a standard WordPress site with WooCommerce, a valid SSL certificate, and no credential-harvesting forms, obfuscated scripts, or suspicious redirects. The page appears to be a normal business website, and no phishing indicators were found.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password input fields', 'login form', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store indicators']","['legitimate brand domain with real-world presence', 'standard WordPress/WooCommerce site structure', 'no credential harvesting or phishing forms']",3252,277,3650.825023010839,
D_html_osint,1384,True,benign,0.95,legitimate,"The page is a fully functional Japanese social networking site (メイク) with a mailbox interface showing received messages, user profiles, and navigation menus. The URL is a random-looking subdomain but the HTML content is consistent with a legitimate community platform, not a credential-harvesting or brand-impersonation page. No password fields, login forms, obfuscated scripts, or suspicious redirects are present. The OSINT signals (medium domain age, free certificates, no Tranco rank) are typical of small or new legitimate sites and do not outweigh the strong benign HTML evidence.","['Japanese social networking site with mailbox and user profiles', 'No password or login form present', 'No obfuscated JavaScript or hidden iframes', 'No brand impersonation of known companies']","['Password input fields', 'Credential-harvesting forms', 'Fake CAPTCHA', 'Hidden iframes', 'Obfuscated content', 'Fake wallet drainers', 'Fake browser updates', 'Fake stores', 'Typosquatting or lookalike domain', 'Suspicious redirects']","['HTML content is a fully functional social network mailbox, not a phishing page', 'No credential harvesting mechanisms present', 'OSINT signals are weak and consistent with a small legitimate site']",3929,316,4900.804617995163,
A_html_probs,372,True,phish,0.88,brand_impersonation,"The domain 8888089.vip is a numeric .vip domain, which is atypical for legitimate brands and often used for phishing. The page title is '澳门新葡京' (Macau New Lisboa), a well-known casino brand, but the page is hosted on a completely unrelated domain, indicating brand impersonation. The HTML loads resources from an Alibaba OSS bucket (slyi.oss-accelerate.aliyuncs.com) and includes external scripts from a suspicious subdomain (kf.bigo.h5.gellube.com), which is not associated with the legitimate casino. The page contains multiple 'H5网页版' links with empty data-url attributes and a fake app install script, suggesting a scam to trick users into downloading malicious apps or providing credentials. The static classifier PhishGraph rates it 76.6% phishing, and the min(SN, PG) is 35.6%, further supporting the phishing classification.","['numeric .vip domain (8888089.vip) not associated with legitimate brand', 'title impersonates Macau New Lisboa casino (澳门新葡京)', 'resources loaded from third-party OSS bucket (slyi.oss-accelerate.aliyuncs.com)', 'external scripts from suspicious domain (kf.bigo.h5.gellube.com)', 'empty data-url attributes on H5 links suggesting dynamic redirection', 'fake app install script (OpenShare) for potential malware delivery', 'static classifier PhishGraph score 76.6% phishing', 'min(SN, PG) = 35.6% indicating combined suspicion']","['no password or login form directly in HTML', 'no hidden iframes detected', 'no obfuscated JavaScript code', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update prompts']","['domain not matching brand', 'brand impersonation in title', 'external resource loading from untrusted CDN', 'suspicious external scripts', 'static classifier phishing score']",3000,502,5370.030003978172,
B_html_probs_osint,4601,True,benign,0.98,legitimate,"The domain gis.pref.okinawa.jp is a legitimate subdomain of the Okinawa Prefecture government, with a 13-year Wayback history and no suspicious patterns. The HTML content is a fully functional GIS portal with Japanese government branding, no credential-harvesting forms, no obfuscated scripts, and no external suspicious resources. The static classifier (PhishGraph) also rates it as benign at 3.4% phishing probability.","['Legitimate government subdomain (pref.okinawa.jp)', 'Long Wayback history (13 years, 1000 snapshots)', 'Japanese government GIS portal content', 'No password fields or login forms', 'No obfuscated JavaScript or hidden iframes', 'Static classifier confidence: 3.4% phishing']","['Typosquatting or lookalike domain', 'IP address in URL', 'Unusual TLD', 'Free hosting or suspicious ASN', 'Credential-harvesting forms', 'Fake CAPTCHA or browser update', 'Wallet drainer or fake store', 'Redirect to external phishing site', 'Hidden iframes or obfuscated content']","['Domain ownership by Okinawa Prefecture', 'Long-established domain with extensive archive', 'No phishing indicators in HTML content', 'Static classifier benign verdict']",3354,352,10762.668098002905,
D_html_osint,231,True,phish,0.85,brand_impersonation,"The domain dtt3wu8dgzw.com is a random-looking string not in the Tranco top 1M, never archived by Wayback Machine, and only 270 days old, which are classic phishing indicators. The HTML content impersonates a Japanese social community site called 'Essence' with a full mailbox interface, but the page is hosted on a completely unrelated domain, not essence-one.net. The inbox contains multiple messages with urgent, scam-like subject lines (e.g., '0円メール', '無料メール', '注意※パートナーポイントの受け取りは本日限り') that pressure users to click links, likely leading to credential harvesting or payment fraud. No actual login form is present on this page, but the site structure and brand impersonation strongly suggest a phishing or scam operation.","['domain not in Tranco top 1M', 'no Wayback Machine archive', 'domain age 270 days (medium-risk)', 'random-looking domain name (dtt3wu8dgzw.com)', ""brand impersonation of 'Essence' social site"", ""page hosted on domain different from brand's official domain (essence-one.net)"", 'inbox contains scam-like messages with urgent language', 'messages reference free points, credit card payments, and limited-time offers']","['no password input field on this page', 'no credential-harvesting JavaScript found', 'no hidden iframes detected', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update prompts', 'no obfuscated content']","['domain reputation (new, random, unarchived)', 'brand impersonation (Essence social site on unrelated domain)', 'scam-like email content in inbox']",3903,442,7263.718353991862,
B_html_probs_osint,2935,True,benign,0.95,legitimate,"The URL is hosted on a long-established domain (f.nordiskemedier.dk) with a 10-year Wayback history, 19 CT certificates, and a Tranco rank, all indicating legitimate ownership. The HTML content is a standard animated banner ad for Philips LUX U60Boost, using Hype animation framework and SVG/PNG assets, with no login forms, password fields, credential-harvesting scripts, hidden iframes, or redirects. The static classifier's 69.6% phishing score is likely a false positive due to the banner's use of external assets and animation, but the overall evidence strongly supports benign.","['Domain age >10 years with extensive Wayback history', '19 certificates in CT logs over 10 years', 'Content is a Philips product banner with no interactive forms', 'No password fields, login forms, or credential-harvesting JS', 'No hidden iframes or obfuscated content', 'No redirects to external suspicious domains']","['Typosquatting or lookalike domain', 'IP address in URL', 'Unusual TLD or free hosting', 'Password or email input fields', 'Credential-harvesting JavaScript', 'Hidden iframes or redirects', 'Fake CAPTCHA, wallet drainer, fake update, or fake store', 'Brand impersonation (content matches Philips branding legitimately)']","['Established domain with long history and CT diversity', 'Content is a static banner ad with no interactive elements', 'No phishing indicators in HTML']",3726,396,3707.971889001783,
E_poc_2k,4902,True,0,0.95,legitimate,"The URL is a legitimate subdomain of thomsonreuters.com.au, the HTML content shows standard enterprise CMS features (Kaltura, analytics, CSRF nonce) with no credential harvesting or suspicious elements, and the domain-content relationship is fully consistent with Thomson Reuters' product training. The high phishing score from PhishGraph is a false positive likely due to structural similarities with phishing kits.","['Domain-content consistency with legitimate brand', 'Standard enterprise CMS features (Kaltura, analytics, CSRF nonce)']","['Suspicious URL patterns (IP-based, misspelled domain, unusual TLDs)', 'Credential harvesting forms or login prompts', 'Obfuscated scripts or external links to unknown domains', 'Requests for sensitive information']",,974,706,7094.428253010847,
A_html_probs,4935,True,benign,0.95,legitimate,"The domain chess-collection.de is a legitimate German domain with a clear brand name and no typosquatting. The HTML content shows a standard e-commerce product page for a chess set, with no password fields, login forms, credential-harvesting scripts, hidden iframes, or obfuscated content. The static classifier PhishGraph rates it as 0.9% phishing probability, strongly supporting benign status.","['legitimate domain name (chess-collection.de)', 'standard e-commerce product page content', 'canonical URL matching domain', 'Google Analytics tracking script (legitimate)', 'cookie consent notification (GDPR compliant)']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting indicators', 'password fields or login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to suspicious domains', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store indicators']","['domain legitimacy', 'HTML content analysis', 'static classifier confidence']",3152,327,5381.780817988329,
E_poc_2k,51,True,1,0.92,brand_impersonation,"The URL uses a random domain and path, the page title implies an inbox/login page for 'Essence', but the domain does not match the brand referenced in meta tags (essence-one.net). This is a classic brand impersonation and credential harvesting attempt. Models gave low phishing probability because they only analyzed HTML structure, missing the domain mismatch.","['Suspicious URL structure (random domain and path)', 'Phishing indicators in HTML (title implies inbox/login)', 'Domain-content inconsistency (domain does not match brand)']","['No obvious form submission to external URL in first 2000 chars', 'No explicit password field in first 2000 chars']",,873,645,8964.281910011778,
C_html_only,1064,True,phish,0.95,scam,"The domain filme-xx.info uses a suspicious TLD and a name that could be a lookalike of a movie-related site, but more importantly the page immediately redirects to a PHP script (click2131287361236.php) which is a classic sign of a redirector used in phishing campaigns. The page content is mostly empty except for a blinking 'Deposit 2000 USD -> GET 200 000 USD X100' scam offer, which is a classic investment scam lure. The page also contains a large list of numbered links to /aio/ paths, which are likely used for SEO spam or click fraud, and the footer links to known spammy domains like semalt.com and trustburn.com. No legitimate login or brand impersonation is present, but the redirect and scam offer clearly indicate a phishing/scam page.","['suspicious domain (filme-xx.info, unusual TLD)', 'immediate redirect to PHP script (click2131287361236.php)', ""scam offer text ('Deposit 2000 USD -> GET 200 000 USD X100')"", 'blinking/flashing text to attract attention', 'large list of numbered /aio/ links (SEO spam/click fraud)', 'footer links to known spam domains (semalt.com, trustburn.com, indexjump.com, aio.com.ai)']","['password input fields', 'login form', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation (no logos or brand names)', 'fake CAPTCHA', 'fake browser update', 'wallet drainer code', 'obfuscated JavaScript']","['redirect to PHP script', 'scam investment offer', 'suspicious domain and TLD', 'SEO spam link structure']",4034,450,5495.119782019174,
E_poc_2k,3052,True,0,0.95,legitimate,The page is a legitimate Acuity Scheduling booking page for a piano lesson service. URL structure is standard for Acuity's as.me subdomain service. No phishing indicators found in HTML content. Domain and content are fully consistent. The model's high phishing score is a false positive due to generic form-detection heuristics.,[],"['Suspicious URL structure', 'Fake login or credential harvesting forms', 'Urgent or threatening language', 'Misspellings or deceptive branding', 'Domain-content mismatch']",,895,604,20361.93407000974,
D_html_osint,364,True,phish,0.95,scam,"The domain cherrycasinov.com is only 210 days old, not in the Tranco top 1M, never archived by Wayback Machine, and uses only free SSL certificates, all of which are common phishing indicators. The HTML content heavily promotes a casino brand but all major navigation links (registration, download, breadcrumb) redirect to an external domain luckypk777d.com with a tracking code, which is a classic sign of affiliate-driven credential harvesting or scam redirection. The page also includes multiple hreflang links pointing to the same external domain, further confirming the redirection pattern.","['domain age 210 days (medium-risk)', 'not in Tranco top 1M', 'never archived by Wayback Machine', ""only free SSL certificate issuers (Let's Encrypt/ZeroSSL/Buypass)"", 'all navigation links redirect to external domain luckypk777d.com with tracking code', 'hreflang links point to external domain', 'breadcrumb link points to external domain', 'registration and download buttons link to external domain', 'page content is in Urdu but canonical and hreflang suggest multi-language redirection']","['password input fields', 'login form', 'credential-harvesting JavaScript', 'hidden iframes', 'fake CAPTCHA', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store checkout']","['young domain with no archival history', 'all user-facing links redirect to a different domain', 'free-only SSL certificates', 'no global traffic ranking']",3628,407,8470.761892007431,
A_html_probs,3883,True,benign,0.99,legitimate,"The URL uses the legitimate domain edinburghcastle.scot, which is the official domain for Edinburgh Castle. The HTML content is a standard informational page about opening times, with no password fields, login forms, credential-harvesting scripts, hidden iframes, or other phishing indicators. The page includes a cookie consent banner and links to a cookie policy, consistent with a legitimate tourism website. The static classifier PhishGraph rates it as 1.1% phishing, strongly supporting a benign classification.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting', 'password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or checkout pages']","['legitimate domain matching official brand', 'informational content with no credential harvesting elements', 'low phishing probability from static classifier']",2881,303,5755.1375800103415,
A_html_probs,1882,True,benign,0.98,legitimate,"The URL museumofthefuture.world uses a .world TLD, which is unusual for the official museumofthefuture.ae, but the HTML content is a complete, legitimate copy of the Museum of the Future website with proper branding, canonical URL pointing to the official .ae domain, and no credential-harvesting forms or suspicious scripts. The static classifier PhishGraph rates it as 0.3% phishing, strongly supporting benign. No password fields, login forms, or obfuscated content were found, and the page includes standard analytics and reCAPTCHA for security.","['URL uses .world TLD instead of official .ae', 'Page is a full replica of the Museum of the Future site', 'Canonical link points to museumofthefuture.ae', 'Includes Google Tag Manager and Yandex Metrika analytics', 'Includes reCAPTCHA script', 'Structured data (JSON-LD) with official organization info']","['No password fields or login forms', 'No credential-harvesting JavaScript', 'No hidden iframes', 'No fake CAPTCHA or wallet drainers', 'No obfuscated content', 'No redirects to suspicious domains', 'No typosquatting of known brands (domain is not a lookalike of a major brand)', 'No free hosting or IP address in URL']","['Static classifier confidence (0.3% phishing)', 'Complete and legitimate HTML content matching official site', 'Canonical URL pointing to official domain', 'No phishing-specific indicators (forms, obfuscation, redirects)']",3492,410,14364.891197998077,
E_poc_2k,217,True,0,0.95,legitimate,"URL uses a legitimate .ca TLD matching the brand. HTML content promotes a casino but lacks phishing forms, obfuscation, or credential harvesting. Models agree it's benign. The 'Official Site' claim is consistent with the domain.","['brand_impersonation_claim', 'promotional_bonus_language']","['suspicious_url_pattern', 'credential_harvesting_form', 'domain_content_mismatch', 'obfuscated_scripts', 'external_form_submission']",,788,542,15995.187037973665,
E_poc_2k,3789,True,0,0.99,legitimate,The URL is a legitimate Pearson Clinical Australia domain serving a PDF sample score report. The HTML is a PDF.js viewer with no phishing elements. The high phishing score from models is a false positive due to the PDF viewer's internal resource URLs.,[],"['Suspicious URL patterns', 'Credential harvesting forms', 'Deceptive branding or warnings', 'Domain-content inconsistency', 'Urgent or threatening language']",,812,611,16165.875439008232,
C_html_only,2458,True,phish,0.95,brand_impersonation,"The domain 'beams-jp.shop' is a suspicious lookalike of the legitimate BEAMS brand (official site is beams.co.jp), using a generic .shop TLD and hosted on a platform (fulinassets.com) associated with phishing operations. The HTML content includes a Facebook pixel for tracking, but the page is truncated and likely contains a login or checkout form designed to harvest credentials. The structured data includes a fake address and email (tred@chinerd.com) unrelated to the real BEAMS, and the copyright notice claims 'beams-jp.shop' as the owner, which is not the legitimate brand. These indicators strongly point to brand impersonation and credential harvesting.","['domain is a lookalike of beams.co.jp using .shop TLD', 'structured data contains fake address and email (tred@chinerd.com)', 'copyright claims ownership by beams-jp.shop, not legitimate BEAMS', 'page hosted on fulinassets.com CDN, common in phishing kits', 'Facebook pixel present for tracking victims', 'meta description and title impersonate BEAMS official site']","['no visible password field in truncated HTML', 'no visible login form in truncated HTML', 'no hidden iframes detected in provided snippet', 'no obfuscated JavaScript detected in provided snippet', 'no fake CAPTCHA detected', 'no wallet drainer scripts detected']","['domain lookalike of legitimate brand', 'fake contact information in structured data', 'hosting on suspicious platform', 'brand impersonation in metadata']",3409,400,6607.226444000844,
D_html_osint,2550,True,benign,0.95,legitimate,"The URL uses a legitimate subdomain of lifehealthcare.co.za, a known South African healthcare provider, and the page presents a branded login form for a Theatre Booking System with proper company references and standard web technologies. The domain has a Tranco rank and is hosted on a long-established ASN, while the HTML contains no credential-harvesting JavaScript, hidden iframes, or suspicious redirects. No phishing indicators were found, and the page appears to be a genuine internal application.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting provider', 'password field action pointing to external or suspicious URL', 'credential-harvesting JavaScript', 'hidden iframes', 'fake CAPTCHA', 'obfuscated content', 'fake wallet drainer', 'fake browser update', 'fake store', 'redirect to external site', 'brand impersonation via mismatched logos or names']","['legitimate subdomain of a known company domain', 'Tranco rank and established ASN', 'no phishing patterns in HTML content', 'proper branding and standard web framework']",3342,317,3057.536333973985,
